1 18.151400000024772
2 18.11280000000955
3 18.11103333333461
4 18.12269999999511
5 18.114240000002503
6 18.142099999994468
7 18.114685714283663
8 18.128425000003382
9 18.101299999999434
10 18.128749999998586
11 18.132909090909372
12 18.14659166666762
13 18.12778461538648
14 18.133564285715742
15 18.149359999999636
16 18.140649999999695
17 18.13244117646855
18 18.130483333333476
19 18.13101052631495
20 18.145519999999955
21 18.140009523809002
22 18.146404545455322
23 18.123704347825925
24 18.13399166666658
25 18.1533080000005
26 18.14035769230834
27 18.13767407407385
28 18.14332142857138
29 18.138475862068496
30 18.133993333332004
31 18.152493548387188
32 18.1383218749995
33 18.137181818181848
34 18.150985294118062
35 18.138834285714104
36 18.13776944444524
37 18.14082162162167
38 18.133260526316143
39 18.147069230768974
40 18.130407500000423
41 18.149119512196
42 18.135650000000748
43 18.150262790697756
44 18.13491590909106
45 18.153388888889104
46 18.135395652174005
47 18.142506382978446
48 18.139352083332824
49 18.1416469387759
50 18.145159999999947
51 18.148033333333395
52 18.14323461538469
53 18.14530566037767
54 18.14591851851852
55 18.14156363636369
56 18.139357142856916
57 18.142636842105233
58 18.14006206896547
59 18.13654067796569
60 18.144406666666686
61 18.152573770491724
62 18.138672580644947
63 18.149336507936358
64 18.14861093750013
65 18.141747692308083
66 18.147524242424506
67 18.14940298507416
68 18.147192647059114
69 18.15109710144919
70 18.14644142857087
71 18.148356338028314
72 18.14842499999989
73 18.149173972603187
74 18.146870270270547
75 18.14464666666642
76 18.145710526315487
77 18.147258441558606
78 18.147643589743595
79 18.148750632911792
80 18.145218750000165
81 18.151916049382717
82 18.145875609755986
83 18.148072289157053
84 18.14720119047618
85 18.15263058823535
86 18.14448139534895
87 18.14281034482765
88 18.143255681818765
89 18.14436966292147
90 18.144308888888933
91 18.142884615384663
92 18.146596739130434
93 18.1463430107525
94 18.152605319149487
95 18.14783684210529
96 18.14197291666672
97 18.145214432989853
98 18.148995918367497
99 18.147167676767342
100 18.143650000000008
