0: 
1: 
2: 34.269, 33.636, 33.577, 33.612, 33.561, 33.566, 33.601, 33.559, 33.568, 33.692, 33.557, 33.568, 34.073, 33.537, 33.61, 33.551, 33.559, 33.507, 33.507, 33.536, 33.547, 33.562, 33.476, 33.49, 33.476, 33.501, 33.478, 33.498, 33.513, 33.479, 33.472, 33.509, 33.47, 33.504, 33.578, 33.495, 33.576, 33.559, 33.576, 33.576, 33.617, 33.55, 33.553, 33.544, 33.568, 33.59, 33.597, 33.564, 33.556, 33.613, 33.627, 33.627, 33.569, 33.481, 33.634, 33.613, 33.595, 33.554, 33.561, 33.556, 33.589, 33.557, 33.571, 33.554, 33.537, 33.549, 33.519, 33.576, 33.529, 33.534, 33.579, 33.594, 33.541, 33.568, 33.533, 33.524, 33.565, 33.531, 33.577, 33.532, 33.531, 33.574, 33.501, 33.538, 33.532, 33.58, 33.594, 33.543, 33.465, 33.559, 33.548, 33.531, 33.555, 33.53, 33.547, 33.613, 33.537, 33.533, 33.536, 33.616, 
3: 49.895, 49.399, 49.309, 49.306, 49.247, 49.268, 49.183, 49.079, 49.133, 49.092, 49.06, 49.001, 49.04, 49.064, 49.065, 49.073, 49.033, 49.079, 49.012, 49.016, 48.992, 48.987, 49.078, 49.076, 49.07, 48.96, 48.996, 49.035, 49.162, 49.084, 48.985, 48.974, 49.012, 48.989, 49.098, 48.962, 49.045, 49.123, 49.016, 49.132, 49.127, 49.131, 49.153, 49.046, 49.037, 49.092, 49.133, 49.129, 49.141, 49.154, 49.104, 49.246, 49.108, 49.08, 49.098, 49.09, 48.986, 49.017, 49.373, 49.154, 49.102, 49.143, 49.148, 49.057, 49.099, 49.106, 49.107, 49.096, 49.122, 49.077, 49.136, 49.116, 49.064, 49.13, 49.096, 49.07, 49.091, 49.049, 49.046, 49.105, 49.107, 49.072, 49.119, 49.081, 49.165, 49.06, 49.095, 49.099, 49.007, 49.173, 49.135, 49.124, 48.992, 49.059, 49.267, 49.03, 49.114, 49.179, 49.12, 49.094, 
4: 68.151, 67.153, 67.405, 67.084, 66.97, 67.111, 66.925, 66.963, 66.877, 66.937, 67.034, 67.048, 66.979, 67.009, 66.919, 67.058, 67.209, 66.907, 67.05, 67.189, 66.967, 66.921, 66.984, 67.029, 66.847, 66.98, 66.9, 66.96, 66.926, 67.025, 66.93, 67.094, 67.024, 66.829, 66.845, 66.959, 66.788, 66.942, 66.675, 67.013, 66.831, 66.904, 66.705, 66.893, 66.942, 67.141, 66.907, 67, 67.006, 67.051, 66.971, 66.982, 66.968, 66.799, 66.976, 66.959, 66.945, 67.043, 66.926, 66.969, 66.913, 66.875, 66.833, 66.81, 66.782, 66.924, 66.828, 66.885, 66.792, 66.903, 66.841, 66.743, 66.912, 66.777, 66.796, 66.77, 66.853, 66.894, 66.768, 66.935, 66.837, 67.071, 66.863, 66.986, 66.79, 66.921, 66.851, 66.972, 67.058, 67.624, 67.085, 66.871, 66.956, 67.065, 67.036, 66.982, 67, 66.855, 66.936, 66.845, 
5: 83.741, 83.271, 83.251, 83.646, 83.034, 83.147, 82.823, 82.871, 83.148, 83.302, 83.055, 82.828, 82.765, 82.957, 82.672, 82.862, 82.844, 82.889, 82.932, 82.803, 82.67, 82.589, 82.803, 82.856, 82.583, 82.342, 82.562, 82.97, 82.965, 82.821, 82.802, 82.786, 82.513, 82.815, 82.667, 82.595, 82.469, 82.406, 82.571, 82.669, 82.74, 82.641, 82.653, 82.603, 82.663, 82.651, 82.65, 82.602, 82.569, 82.525, 82.581, 82.622, 82.532, 82.3, 82.652, 82.357, 82.454, 82.741, 82.995, 82.513, 82.545, 82.455, 82.703, 82.877, 82.749, 82.597, 82.491, 82.529, 82.548, 82.543, 82.634, 82.631, 82.689, 82.499, 82.729, 82.513, 82.315, 82.482, 82.565, 82.501, 82.297, 82.495, 82.482, 82.548, 82.795, 82.483, 82.744, 82.964, 82.557, 82.487, 82.509, 82.446, 82.896, 82.576, 82.428, 82.551, 82.518, 82.722, 82.616, 82.384, 
6: 101.769, 102.957, 102.382, 102.269, 102.19, 102.373, 101.958, 101.8, 101.632, 101.65, 101.825, 101.457, 101.788, 101.49, 101.877, 101.837, 101.538, 101.744, 101.691, 101.593, 101.16, 101.617, 101.64, 101.643, 101.511, 101.73, 101.827, 101.359, 101.514, 101.594, 100.895, 101.304, 101.344, 101.586, 101.395, 100.918, 101.474, 101.064, 101.513, 101.189, 101.135, 101.187, 101.069, 100.943, 101.134, 101.122, 101.117, 101.036, 101.113, 101.148, 101.085, 101.009, 101.074, 101.066, 101.162, 100.935, 100.999, 101.064, 101.339, 100.75, 100.771, 101.104, 100.938, 101.111, 101.15, 101.021, 101.241, 101.012, 101.156, 101.312, 100.955, 101.267, 101.373, 101.788, 101.903, 101.29, 101.793, 101.459, 101.52, 101.448, 101.526, 101.205, 101.315, 101.267, 101.267, 101.385, 101.078, 101.391, 101.389, 101.586, 101.504, 100.856, 101.179, 101.453, 101.595, 101.65, 100.885, 101.287, 101.377, 101.07, 
7: 117.616, 118.521, 117.997, 118.842, 118.231, 118.083, 118.428, 117.678, 117.588, 117.605, 117.949, 117.776, 117.675, 117.746, 118.148, 117.596, 118.155, 117.976, 117.421, 117.375, 117.802, 117.43, 117.619, 117.422, 117.577, 117.774, 117.7, 117.868, 117.513, 117.47, 117.618, 117.646, 117.054, 117.44, 117.083, 117.206, 117.691, 116.904, 117.258, 117.498, 117.36, 117.728, 117.813, 117.461, 117.702, 117.528, 117.524, 117.558, 117.521, 117.473, 117.253, 116.772, 117.107, 117.06, 117.609, 117.267, 116.553, 117.101, 116.971, 117.037, 117.05, 117.026, 117.101, 117.001, 117.194, 116.821, 117.154, 117.031, 117.473, 117.472, 117.187, 117.228, 117.485, 117.069, 117.318, 116.999, 117.588, 116.901, 116.89, 117.139, 116.547, 117.501, 117.279, 117.389, 117.466, 117.132, 117.1, 117.451, 117.093, 116.674, 117.052, 116.617, 116.41, 116.524, 116.775, 116.48, 116.64, 117.071, 117.083, 117.083, 
8: 136.674, 137.064, 136.689, 137.206, 136.906, 136.485, 136.069, 136.831, 136.385, 136.305, 136.424, 136.543, 136.6, 136.689, 136.764, 136.23, 136.667, 136.117, 136.311, 136.605, 136.371, 136.153, 136.137, 136.361, 136.041, 136.338, 136.005, 136.296, 136.199, 135.753, 135.629, 135.971, 136.224, 136.395, 135.834, 135.704, 135.73, 136.081, 135.564, 136.346, 135.999, 136.022, 136.12, 136.095, 135.8, 136.142, 136.333, 136.147, 136.069, 135.711, 135.747, 136.262, 136.33, 136.368, 135.818, 135.662, 135.91, 136.12, 136.341, 136.388, 136.073, 136.128, 135.948, 135.694, 135.883, 135.626, 135.516, 135.316, 135.523, 135.585, 135.632, 135.925, 135.312, 135.826, 135.691, 135.695, 136.075, 135.602, 135.689, 135.854, 135.92, 136.172, 135.431, 135.41, 135.865, 135.795, 135.598, 135.864, 135.652, 136.014, 135.891, 135.853, 135.647, 135.844, 135.987, 135.989, 136.467, 135.595, 135.833, 135.435, 
9: 152.536, 153.075, 152.865, 152.659, 152.926, 153.043, 152.496, 153.814, 153.01, 152.856, 152.346, 152.743, 153.104, 152.731, 152.789, 152.884, 152.165, 152.671, 152.816, 152.953, 152.453, 152.784, 152.406, 152.143, 152.508, 152.312, 152.577, 152.386, 152.365, 152.979, 152.912, 152.516, 152.553, 152.396, 152.416, 152.594, 152.805, 152.811, 152.736, 152.444, 152.374, 151.972, 151.97, 152.427, 152.605, 152.535, 152.369, 152.689, 151.865, 152.167, 152.642, 152.517, 152.634, 152.417, 152.423, 151.621, 152.209, 152.23, 152.383, 152.398, 152.099, 152.286, 152.335, 152.429, 152.746, 152.388, 151.446, 152.725, 152.524, 152.687, 152.257, 152.858, 152.555, 152.52, 152.657, 152.802, 152.659, 152.227, 152.562, 152.562, 152.673, 152.299, 152.512, 152.049, 152.538, 152.682, 152.341, 152.646, 152.329, 152.266, 152.294, 152.188, 152.614, 152.53, 152.465, 152.375, 152.508, 152.503, 152.713, 152.468, 
10: 172.587, 176.884, 178.377, 173.393, 172.864, 171.831, 172.413, 172.271, 172.789, 172.011, 171.27, 171.391, 171.552, 171.092, 171.17, 171.643, 171.384, 171.647, 171.352, 171.892, 171.605, 171.479, 171.428, 171.231, 171.353, 171.945, 171.229, 170.905, 171.226, 171.288, 171.045, 171.584, 170.792, 171.505, 171.502, 171.1, 171.469, 171.301, 171.254, 171.311, 171.318, 171.314, 171.293, 171.22, 170.938, 171.327, 171.472, 171.495, 171.217, 171.253, 171.267, 171.603, 171.477, 170.813, 170.721, 171.371, 171.211, 171.211, 171.375, 170.802, 171.451, 171.295, 171.341, 171.195, 171.095, 170.904, 171.162, 172.066, 171.271, 171.897, 171.154, 171.099, 171.151, 171.278, 171.212, 171.345, 171.562, 171.077, 171.162, 171.258, 170.85, 171.04, 171.307, 171.256, 171.228, 171.251, 170.989, 171.303, 171.872, 171.569, 171.29, 171.44, 171.584, 171.299, 171.6, 170.631, 171.086, 171.251, 171.014, 171.271, 
11: 187.435, 187.89, 188.027, 188.237, 188.263, 188.809, 188.576, 187.852, 188.015, 188.35, 187.672, 187.87, 187.795, 188.443, 187.969, 188.418, 187.786, 187.79, 187.89, 188.319, 188.193, 188.58, 187.968, 188.769, 188.638, 189.073, 188.565, 188.705, 188.324, 187.813, 188.312, 189.366, 188.185, 188.556, 187.954, 188.46, 188.523, 188.076, 188.288, 188.272, 188.538, 187.886, 188.693, 188.597, 187.741, 188.76, 188.641, 189.102, 187.634, 188.493, 187.857, 187.689, 188.519, 187.743, 187.647, 187.879, 187.407, 187.298, 188.581, 188.044, 188.234, 188.486, 187.918, 188.027, 188.161, 187.958, 188.323, 188.66, 188.768, 188.786, 188.673, 188.368, 188.746, 188.877, 188.541, 189.121, 188.483, 188.154, 188.95, 188.426, 188.503, 188.748, 188.972, 188.494, 188.359, 187.523, 188.524, 188.005, 188.285, 188.248, 188.562, 188.652, 188.6, 188.642, 188.732, 188.687, 188.247, 188.002, 188.663, 188.501, 
12: 206.21, 207.224, 207.852, 207.884, 208.151, 207.603, 207.524, 207.271, 206.646, 206.726, 206.474, 206.184, 207.177, 206.381, 207.236, 206.846, 207.416, 207.071, 207.885, 207.238, 206.941, 207.276, 206.691, 206.829, 207.14, 206.282, 205.687, 206.064, 206.701, 206.47, 206.652, 205.92, 206.812, 206.501, 206.265, 206.569, 206.376, 206.981, 206.704, 207.102, 206.542, 206.941, 206.592, 205.721, 205.824, 206.451, 206.156, 205.914, 206.179, 205.91, 206.088, 205.659, 206.742, 206.93, 207.633, 206.999, 206.108, 207.856, 207.541, 206.949, 207.154, 206.852, 206.806, 206.868, 207.102, 206.142, 207.525, 206.865, 207.043, 206.53, 206.721, 206.574, 206.57, 206.923, 206.532, 205.324, 207.151, 205.498, 206.936, 207.527, 207.228, 207.113, 207.773, 207.353, 206.06, 205.519, 206.877, 206.42, 206.488, 207.468, 206.665, 206.821, 206.253, 207.548, 207.82, 207.363, 207.761, 207.124, 207.197, 207.289, 
